employeeid,age,gender,department,jobrole,monthlyincome,yearsatcompany,distancefromhome,overtime,martialstatus,educationfield,jobsatisfaction,environmentstatiafaction,attrition
6036,55,Male,Human Resources,HR Manager,6971,8,12,Yes,Single,Technical Degree,3,2,Yes
6037,21,Male,Human Resources,Recruiter,2946,3,4,No,Divorced,Technical Degree,1,2,Yes
6038,18,Male,Finance,Finance Manager,4545,0,22,No,Divorced,Marketing,1,2,No
6039,34,Male,Research & Development,Research Scientist,5777,5,30,Yes,Divorced,Medical,1,3,No
6040,55,Female,IT,System Administrator,7871,12,2,Yes,Divorced,Medical,3,4,No
6041,54,Male,Finance,Finance Manager,6863,11,28,Yes,Single,Technical Degree,1,3,Yes
6042,32,Male,Sales,Account Manager,4430,2,28,No,Married,Technical Degree,1,2,Yes
6043,29,Female,Operations,Operations Manager,6369,2,10,No,Single,Life Sciences,1,2,No
6044,24,Male,Finance,Financial Analyst,6124,6,36,Yes,Single,Life Sciences,2,1,No
6045,37,Female,IT,Software Engineer,4075,10,35,Yes,Single,Marketing,1,2,No
6046,22,Male,Research & Development,Research Scientist,3427,4,31,Yes,Single,Medical,2,1,No
6047,52,Male,Research & Development,Data Analyst,4875,5,30,No,Single,Life Sciences,2,4,No
6048,48,Female,Research & Development,Data Analyst,6273,8,1,No,Divorced,Technical Degree,1,1,No
6049,47,Female,Human Resources,HR Executive,6027,11,34,No,Single,Marketing,1,4,No
6050,22,Male,IT,BI Analyst,5194,4,5,Yes,Single,Technical Degree,3,3,No
6051,52,Female,Human Resources,Recruiter,2897,0,17,No,Single,Medical,1,3,Yes
6052,29,Male,Human Resources,HR Executive,6584,5,5,No,Divorced,Other,3,3,No
6053,46,Female,Operations,Operations Analyst,4348,7,18,Yes,Single,Life Sciences,1,4,No
6054,56,Female,Operations,Coordinator,7671,5,1,No,Divorced,Medical,3,4,No
6055,49,Male,Human Resources,Recruiter,5107,6,16,No,Divorced,Technical Degree,4,3,No
6056,41,Male,IT,Software Engineer,6666,7,31,Yes,Divorced,Life Sciences,2,3,Yes
6057,45,Female,Operations,Operations Analyst,5603,4,17,Yes,Married,Other,1,4,No
6058,44,Female,Research & Development,Research Scientist,5863,4,25,Yes,Divorced,Life Sciences,3,1,No
6059,21,Female,Sales,Sales Representative,5328,3,8,No,Married,Other,3,3,No
6060,19,Male,Research & Development,Data Analyst,3264,1,40,No,Single,Technical Degree,4,1,No
6061,28,Female,IT,System Administrator,6154,9,27,No,Single,Other,2,3,No
6062,59,Male,Finance,Finance Manager,5382,7,38,No,Divorced,Technical Degree,4,2,No
6063,59,Female,Human Resources,HR Manager,5520,9,14,Yes,Divorced,Other,2,3,No
6064,25,Female,Operations,Operations Manager,6193,5,5,Yes,Divorced,Other,2,2,No
6065,26,Male,Human Resources,HR Executive,5371,8,27,Yes,Married,Marketing,2,3,Yes
6066,53,Male,IT,System Administrator,7625,13,31,Yes,Single,Marketing,4,4,No
6067,25,Female,IT,System Administrator,4692,1,8,No,Divorced,Other,2,4,No
6068,40,Female,Finance,Accountant,5520,4,34,No,Single,Medical,2,2,No
6069,56,Female,Finance,Accountant,5339,5,18,No,Single,Technical Degree,3,3,No
6070,37,Male,IT,BI Analyst,5688,2,11,Yes,Married,Other,3,2,Yes
6071,19,Male,Operations,Coordinator,2919,1,12,Yes,Divorced,Medical,1,4,No
6072,19,Female,Operations,Operations Analyst,6173,1,23,Yes,Divorced,Marketing,1,1,No
6073,30,Male,Research & Development,Data Analyst,5841,4,4,No,Divorced,Technical Degree,1,4,Yes
6074,45,Female,Sales,Sales Executive,7477,10,38,No,Divorced,Life Sciences,1,4,No
6075,22,Female,Human Resources,HR Manager,3690,4,32,No,Single,Marketing,1,3,Yes
6076,51,Female,Sales,Account Manager,3684,0,5,No,Single,Medical,4,3,No
6077,40,Female,IT,System Administrator,5151,10,28,No,Divorced,Life Sciences,2,2,No
6078,39,Male,Research & Development,Research Scientist,4859,8,37,Yes,Single,Life Sciences,1,4,No
6079,54,Male,Research & Development,Data Analyst,6349,6,21,Yes,Single,Medical,2,1,No
6080,40,Female,IT,Software Engineer,4954,3,37,Yes,Divorced,Life Sciences,3,4,No
6081,33,Female,Finance,Financial Analyst,5846,4,30,Yes,Married,Other,1,3,No
6082,30,Male,Operations,Operations Manager,5567,6,21,No,Divorced,Marketing,4,3,No
6083,31,Male,Research & Development,Laboratory Technician,7794,12,3,Yes,Divorced,Life Sciences,2,1,Yes
6084,60,Male,Sales,Sales Representative,4646,3,19,No,Married,Medical,2,2,No
6085,26,Male,Sales,Sales Executive,5346,5,1,Yes,Single,Medical,3,1,No
6086,49,Female,Research & Development,Research Scientist,8445,16,7,Yes,Married,Marketing,4,3,No
6087,33,Female,Finance,Finance Manager,3348,0,3,No,Divorced,Medical,1,4,No
6088,47,Female,Finance,Financial Analyst,3604,0,16,No,Single,Marketing,1,3,No
6089,28,Female,Human Resources,Recruiter,2954,0,30,Yes,Married,Life Sciences,2,3,Yes
6090,54,Male,Finance,Accountant,4460,0,25,Yes,Divorced,Medical,1,2,No
6091,24,Female,Sales,Sales Representative,5863,6,40,No,Single,Life Sciences,1,3,No
6092,43,Female,IT,BI Analyst,3576,5,36,No,Married,Other,4,1,No
6093,56,Female,Operations,Operations Manager,8306,8,30,No,Married,Technical Degree,4,4,No
6094,33,Female,Sales,Sales Executive,5238,7,6,No,Single,Medical,1,1,No
6095,58,Female,Human Resources,HR Executive,2910,0,31,Yes,Single,Other,3,1,No
6096,19,Male,Human Resources,HR Executive,5537,1,30,Yes,Single,Life Sciences,2,1,No
6097,29,Male,Research & Development,Laboratory Technician,6709,7,20,Yes,Divorced,Other,1,2,No
6098,47,Male,Human Resources,Recruiter,6607,8,8,No,Married,Medical,2,3,No
6099,47,Male,Operations,Coordinator,4958,3,7,Yes,Married,Life Sciences,3,4,No
6100,54,Male,Finance,Accountant,4520,2,24,No,Married,Other,3,2,No
6101,38,Male,Research & Development,Laboratory Technician,7764,7,18,No,Married,Medical,1,3,No
6102,33,Male,Sales,Sales Representative,4577,0,16,No,Divorced,Other,2,3,No
6103,20,Female,Finance,Finance Manager,5410,2,20,No,Divorced,Medical,3,1,No
6104,54,Female,Operations,Operations Analyst,6955,9,32,No,Divorced,Technical Degree,2,2,No
6105,38,Male,Sales,Sales Executive,5445,11,28,No,Divorced,Marketing,1,1,No
6106,40,Female,Human Resources,Recruiter,3992,0,39,Yes,Married,Medical,3,2,No
6107,44,Male,Human Resources,Recruiter,5476,0,36,Yes,Married,Life Sciences,3,4,No
6108,35,Female,IT,Software Engineer,5979,10,30,No,Married,Marketing,1,2,No
6109,25,Male,Operations,Operations Analyst,4913,4,2,No,Divorced,Medical,2,3,No
6110,52,Male,Research & Development,Laboratory Technician,5652,6,10,Yes,Single,Life Sciences,3,1,No
6111,51,Female,Human Resources,HR Manager,5792,8,2,Yes,Married,Medical,3,4,No
6112,31,Male,Operations,Coordinator,6785,9,28,Yes,Married,Other,4,4,Yes
6113,41,Male,Finance,Financial Analyst,6352,3,13,No,Married,Marketing,4,4,No
6114,44,Male,Human Resources,HR Executive,3889,0,6,Yes,Single,Medical,2,2,No
6115,53,Female,Operations,Operations Analyst,5382,9,14,Yes,Married,Medical,1,1,No
6116,20,Female,IT,Software Engineer,5152,2,37,No,Divorced,Technical Degree,4,1,No
6117,42,Male,Operations,Operations Manager,4413,2,13,No,Married,Marketing,3,2,Yes
6118,32,Female,IT,Software Engineer,4587,5,9,Yes,Divorced,Life Sciences,2,4,Yes
6119,41,Female,Human Resources,HR Executive,6834,15,18,No,Divorced,Other,2,2,No
6120,60,Female,Human Resources,Recruiter,6028,10,38,Yes,Single,Technical Degree,3,2,Yes
6121,51,Female,Human Resources,HR Manager,4373,1,15,Yes,Divorced,Marketing,1,3,No
6122,20,Male,Research & Development,Research Scientist,5604,2,3,Yes,Single,Life Sciences,2,2,No
6123,42,Male,IT,Software Engineer,10534,12,32,No,Divorced,Marketing,1,1,No
6124,40,Male,Human Resources,Recruiter,4954,7,35,Yes,Divorced,Technical Degree,3,1,No
6125,37,Female,Finance,Financial Analyst,5430,7,9,Yes,Married,Medical,4,4,No
6126,18,Male,Finance,Finance Manager,2443,0,2,No,Single,Medical,1,1,No
6127,57,Female,Finance,Accountant,8777,15,38,Yes,Married,Other,2,3,No
6128,26,Male,Finance,Accountant,3149,0,22,No,Single,Technical Degree,2,4,No
6129,18,Female,IT,Software Engineer,5411,0,12,No,Married,Marketing,2,4,No
6130,30,Male,Research & Development,Laboratory Technician,4855,0,35,No,Divorced,Life Sciences,2,3,Yes
6131,28,Male,Sales,Sales Executive,3892,0,5,No,Married,Technical Degree,2,1,No
6132,43,Female,Sales,Sales Representative,5838,10,31,Yes,Married,Marketing,3,3,Yes
6133,50,Female,Research & Development,Data Analyst,4175,0,6,No,Divorced,Medical,3,2,No
6134,58,Female,Finance,Accountant,5505,3,4,Yes,Married,Other,1,3,No
6135,30,Male,Operations,Operations Analyst,3572,2,28,No,Divorced,Technical Degree,4,1,No
6136,60,Male,Human Resources,HR Manager,4203,0,16,Yes,Married,Other,2,4,Yes
6137,59,Male,Human Resources,Recruiter,3823,5,16,No,Single,Life Sciences,1,4,No
6138,20,Female,IT,System Administrator,5732,2,11,Yes,Divorced,Medical,2,3,No
6139,46,Female,Human Resources,HR Manager,5571,5,20,Yes,Single,Marketing,3,3,No
6140,54,Male,Finance,Accountant,4304,7,16,No,Single,Life Sciences,3,1,Yes
6141,28,Female,Human Resources,HR Executive,5934,10,38,Yes,Divorced,Other,1,3,Yes
6142,53,Male,Research & Development,Laboratory Technician,6923,8,33,No,Single,Medical,4,1,No
6143,22,Female,Human Resources,HR Executive,5728,4,12,Yes,Divorced,Marketing,3,2,No
6144,46,Female,Human Resources,Recruiter,3798,6,31,Yes,Divorced,Life Sciences,2,1,Yes
6145,31,Female,Sales,Account Manager,4264,4,4,Yes,Single,Life Sciences,3,4,No
6146,35,Female,Human Resources,HR Executive,3435,4,23,Yes,Married,Marketing,2,4,No
6147,25,Male,Human Resources,HR Manager,7672,7,1,No,Married,Marketing,2,2,No
6148,47,Male,Human Resources,HR Manager,7774,9,34,No,Married,Other,3,4,Yes
6149,39,Female,Finance,Accountant,4236,4,36,Yes,Married,Medical,4,2,Yes
6150,21,Female,Research & Development,Laboratory Technician,5272,2,20,Yes,Single,Medical,4,1,No
6151,36,Female,Research & Development,Data Analyst,5407,6,37,No,Divorced,Marketing,2,1,Yes
6152,24,Male,Human Resources,Recruiter,5985,6,1,Yes,Divorced,Marketing,3,3,No
6153,18,Female,IT,BI Analyst,3182,0,30,No,Divorced,Life Sciences,2,1,No
6154,58,Male,IT,Software Engineer,7250,8,37,No,Single,Life Sciences,4,3,No
6155,60,Female,Finance,Financial Analyst,8276,8,29,No,Divorced,Other,1,3,No
6156,49,Female,Sales,Sales Representative,7529,12,28,Yes,Single,Other,4,3,No
6157,49,Male,Finance,Accountant,2928,2,36,No,Single,Medical,1,4,No
6158,59,Male,Human Resources,HR Executive,5903,4,4,No,Married,Marketing,4,3,No
6159,41,Male,Sales,Account Manager,7750,13,6,Yes,Divorced,Other,4,3,No
6160,49,Male,Sales,Sales Representative,6205,10,33,No,Divorced,Marketing,2,3,Yes
6161,43,Male,Human Resources,HR Manager,6988,8,30,No,Divorced,Technical Degree,4,3,No
6162,26,Male,Human Resources,HR Executive,3503,0,19,Yes,Divorced,Technical Degree,1,2,No
6163,60,Male,IT,BI Analyst,6579,9,7,No,Divorced,Other,3,4,No
6164,20,Male,Finance,Financial Analyst,1500,1,23,Yes,Divorced,Medical,4,3,Yes
6165,21,Male,Human Resources,HR Manager,4664,3,35,Yes,Single,Medical,2,4,No
6166,47,Female,Human Resources,HR Manager,4671,2,1,No,Divorced,Medical,1,3,No
6167,54,Female,Finance,Financial Analyst,6804,8,37,Yes,Single,Technical Degree,2,3,No
6168,54,Male,Sales,Sales Executive,2422,0,29,No,Married,Medical,2,2,No
6169,43,Male,Sales,Sales Representative,5686,4,38,No,Married,Other,3,3,No
6170,47,Female,Sales,Sales Executive,6316,7,17,No,Divorced,Life Sciences,2,4,No
6171,31,Female,Operations,Coordinator,4606,4,37,Yes,Divorced,Life Sciences,4,2,No
6172,55,Female,Sales,Sales Representative,5671,3,38,No,Single,Technical Degree,4,2,No
6173,22,Male,Sales,Account Manager,5520,2,40,No,Single,Marketing,2,4,No
6174,18,Female,Finance,Financial Analyst,3945,0,38,Yes,Divorced,Technical Degree,2,2,Yes
6175,48,Female,IT,System Administrator,3123,3,11,Yes,Divorced,Medical,1,3,No
6176,23,Male,Human Resources,HR Executive,4353,3,10,Yes,Single,Medical,2,2,No
6177,34,Female,Finance,Finance Manager,3763,0,22,Yes,Single,Technical Degree,1,2,Yes
6178,31,Female,IT,BI Analyst,6930,9,16,Yes,Single,Life Sciences,1,1,No
6179,52,Female,Sales,Sales Representative,5056,4,20,Yes,Single,Other,1,3,Yes
6180,40,Female,Finance,Finance Manager,4928,3,39,No,Married,Other,3,1,No
6181,44,Male,Operations,Operations Manager,8162,12,11,No,Single,Other,3,2,No
6182,39,Female,Human Resources,HR Executive,5408,8,18,Yes,Single,Technical Degree,3,4,No
6183,52,Male,Finance,Accountant,3975,8,28,No,Single,Marketing,1,4,No
6184,45,Male,Sales,Sales Executive,5700,4,18,Yes,Divorced,Life Sciences,1,2,Yes
6185,47,Female,Finance,Financial Analyst,6803,8,2,No,Divorced,Medical,2,1,No
6186,42,Male,Research & Development,Research Scientist,5515,7,2,No,Single,Technical Degree,4,2,No
6187,20,Male,Human Resources,HR Executive,3356,2,14,Yes,Divorced,Marketing,3,3,No
6188,60,Male,Human Resources,HR Executive,4574,2,19,No,Divorced,Technical Degree,4,4,No
6189,29,Male,Operations,Operations Manager,3309,6,32,No,Single,Other,4,2,No
6190,20,Female,IT,System Administrator,5427,2,18,No,Single,Life Sciences,1,3,No
6191,40,Female,Human Resources,Recruiter,8099,5,28,No,Single,Marketing,1,1,No
6192,34,Male,Operations,Operations Analyst,4316,3,18,Yes,Married,Other,1,1,No
6193,60,Male,Research & Development,Laboratory Technician,4908,4,38,No,Married,Life Sciences,3,2,No
6194,36,Female,Research & Development,Data Analyst,3311,4,15,Yes,Single,Marketing,4,1,No
6195,37,Female,Finance,Finance Manager,4632,3,21,Yes,Single,Technical Degree,2,2,No
6196,19,Male,Human Resources,HR Executive,6892,1,17,No,Married,Medical,3,2,No
6197,41,Male,Operations,Coordinator,5819,11,26,No,Divorced,Technical Degree,3,4,Yes
6198,23,Male,IT,Software Engineer,4558,3,14,Yes,Married,Technical Degree,1,4,No
6199,48,Female,IT,BI Analyst,7051,13,26,No,Married,Technical Degree,4,3,No
6200,49,Male,Operations,Operations Manager,3398,0,17,No,Single,Marketing,4,4,No
6201,55,Female,Sales,Sales Representative,7077,9,11,No,Single,Medical,1,2,Yes
6202,40,Male,Operations,Operations Manager,6070,5,19,Yes,Single,Marketing,2,3,No
6203,36,Female,Sales,Sales Executive,4124,0,4,Yes,Divorced,Life Sciences,3,1,No
6204,45,Male,IT,Software Engineer,5250,9,26,No,Married,Other,1,3,No
6205,48,Female,IT,Software Engineer,2260,2,40,No,Divorced,Life Sciences,3,2,Yes
6206,31,Male,Finance,Finance Manager,6135,12,35,No,Married,Marketing,1,1,Yes
6207,21,Male,IT,System Administrator,5474,3,24,Yes,Single,Technical Degree,3,3,No
6208,56,Female,Sales,Sales Executive,6815,12,3,No,Divorced,Marketing,2,2,Yes
6209,27,Female,Research & Development,Research Scientist,4957,3,37,Yes,Divorced,Other,3,3,No
6210,54,Female,Operations,Operations Manager,6545,11,39,Yes,Single,Technical Degree,3,1,No
6211,42,Female,Human Resources,HR Executive,2651,2,7,Yes,Single,Medical,1,1,Yes
6212,33,Male,Sales,Account Manager,5287,1,35,Yes,Married,Life Sciences,3,2,No
6213,57,Female,Human Resources,HR Manager,4270,4,5,Yes,Married,Life Sciences,4,2,No
6214,22,Female,IT,Software Engineer,4852,3,36,Yes,Single,Technical Degree,3,4,Yes
6215,48,Male,Finance,Financial Analyst,4922,5,24,Yes,Divorced,Marketing,2,1,No
6216,38,Male,Research & Development,Laboratory Technician,8595,11,6,No,Divorced,Life Sciences,4,2,No
6217,29,Female,Research & Development,Research Scientist,4393,0,25,No,Divorced,Technical Degree,2,3,Yes
6218,30,Male,IT,Software Engineer,4202,2,22,No,Divorced,Marketing,2,1,No
6219,42,Male,Human Resources,HR Executive,5494,7,27,Yes,Divorced,Medical,1,3,Yes
6220,35,Male,Operations,Coordinator,6307,6,24,No,Divorced,Medical,3,4,No
6221,48,Female,Sales,Sales Executive,4973,7,13,No,Single,Medical,1,2,No
6222,57,Male,Research & Development,Laboratory Technician,3022,3,23,No,Divorced,Life Sciences,1,4,No
6223,40,Female,Finance,Finance Manager,6854,2,22,No,Married,Other,3,2,No
6224,53,Female,IT,System Administrator,3067,2,13,No,Divorced,Technical Degree,1,2,No
6225,48,Male,Human Resources,HR Executive,5617,7,31,Yes,Divorced,Marketing,1,1,No
6226,38,Female,Operations,Coordinator,6940,5,28,No,Married,Medical,2,4,Yes
6227,43,Female,Research & Development,Data Analyst,5364,8,14,Yes,Married,Marketing,4,2,No
6228,23,Female,Sales,Account Manager,4396,4,13,Yes,Divorced,Medical,1,3,No
6229,34,Male,Research & Development,Data Analyst,5880,9,33,Yes,Divorced,Other,4,2,Yes
6230,41,Male,Human Resources,Recruiter,3942,0,4,No,Divorced,Technical Degree,1,3,No
6231,19,Male,Finance,Accountant,6621,0,14,No,Married,Technical Degree,3,1,No
6232,55,Male,Research & Development,Data Analyst,4305,2,9,Yes,Married,Life Sciences,3,3,No
6233,31,Female,IT,System Administrator,5403,7,2,Yes,Divorced,Medical,2,4,No
6234,27,Female,Research & Development,Data Analyst,5506,4,38,Yes,Married,Other,1,2,No
6235,40,Male,Finance,Accountant,7921,12,1,No,Divorced,Life Sciences,3,4,No
6236,50,Female,IT,System Administrator,5494,11,31,No,Divorced,Life Sciences,3,2,No
6237,59,Male,Research & Development,Data Analyst,5936,7,19,No,Married,Technical Degree,3,3,No
6238,40,Male,Operations,Coordinator,7401,7,8,Yes,Married,Marketing,1,3,No
6239,28,Male,Finance,Accountant,4763,5,20,Yes,Divorced,Life Sciences,1,3,No
6240,18,Female,Finance,Finance Manager,1866,0,38,Yes,Single,Technical Degree,2,1,No
6241,52,Female,Human Resources,HR Manager,5088,5,11,Yes,Single,Other,3,3,No
6242,38,Male,Human Resources,Recruiter,5768,2,8,Yes,Single,Technical Degree,2,3,No
6243,46,Female,Operations,Operations Manager,4086,1,26,No,Single,Other,4,2,No
6244,37,Female,Finance,Financial Analyst,7374,7,13,No,Single,Medical,1,2,No
6245,29,Female,Finance,Finance Manager,6373,5,15,Yes,Divorced,Life Sciences,2,1,No
6246,60,Female,IT,BI Analyst,6148,8,40,No,Divorced,Medical,3,1,No
6247,34,Female,Human Resources,HR Executive,2528,1,33,Yes,Single,Medical,3,3,No
6248,22,Male,Human Resources,HR Manager,4348,4,11,No,Divorced,Technical Degree,3,2,No
6249,41,Female,Sales,Sales Executive,7145,9,21,No,Single,Medical,3,3,No
6250,50,Female,Human Resources,Recruiter,3860,5,12,No,Married,Medical,2,1,No
6251,33,Male,Human Resources,HR Manager,4778,8,14,No,Single,Life Sciences,1,4,Yes
6252,23,Male,Sales,Sales Representative,3324,2,28,No,Single,Other,3,4,No
6253,43,Female,Operations,Operations Analyst,6654,5,23,No,Divorced,Technical Degree,2,1,No
6254,42,Male,IT,BI Analyst,4718,5,32,Yes,Single,Life Sciences,4,3,No
6255,51,Female,Finance,Financial Analyst,4662,0,25,No,Single,Technical Degree,1,2,No
6256,19,Female,IT,System Administrator,4391,1,35,No,Married,Other,2,1,No
6257,50,Male,Research & Development,Data Analyst,6005,4,29,No,Married,Marketing,4,1,No
6258,33,Male,Sales,Sales Executive,5179,5,24,No,Divorced,Technical Degree,1,1,Yes
6259,23,Female,Research & Development,Laboratory Technician,7778,5,37,No,Married,Marketing,1,3,Yes
6260,48,Male,Sales,Account Manager,6143,9,17,Yes,Divorced,Technical Degree,4,3,No
6261,29,Male,Sales,Account Manager,4870,6,27,No,Single,Marketing,2,3,No
6262,39,Female,Human Resources,HR Manager,3836,2,9,Yes,Divorced,Medical,3,1,Yes
6263,22,Male,Human Resources,HR Manager,5284,2,33,Yes,Divorced,Marketing,2,1,Yes
6264,58,Male,Sales,Sales Representative,5849,1,9,No,Single,Marketing,1,3,No
6265,54,Male,Sales,Account Manager,6274,9,5,No,Married,Technical Degree,1,4,No
6266,60,Male,Finance,Financial Analyst,4831,6,28,Yes,Married,Life Sciences,4,1,No
6267,40,Female,Human Resources,HR Executive,7055,7,12,Yes,Single,Life Sciences,1,2,No
6268,20,Male,Operations,Operations Manager,2659,2,13,No,Married,Medical,1,3,Yes
6269,27,Female,Research & Development,Data Analyst,6389,8,23,No,Single,Medical,4,1,No
6270,22,Male,Operations,Operations Analyst,3369,1,19,Yes,Single,Technical Degree,3,1,No
6271,42,Female,IT,Software Engineer,3630,2,12,No,Single,Other,2,3,Yes
6272,57,Female,Operations,Coordinator,4680,4,2,No,Divorced,Marketing,3,4,No
6273,58,Male,Finance,Finance Manager,3840,3,39,No,Single,Other,4,1,No
6274,55,Male,IT,BI Analyst,5451,5,12,No,Divorced,Marketing,3,1,No
6275,34,Female,Operations,Coordinator,6390,4,36,Yes,Married,Technical Degree,1,4,No
6276,34,Female,IT,System Administrator,4090,8,4,Yes,Married,Life Sciences,2,2,No
6277,42,Female,Human Resources,HR Manager,6726,8,36,No,Single,Life Sciences,1,2,No
6278,46,Male,IT,Software Engineer,3205,4,33,No,Divorced,Other,1,1,No
